Nome: VILA VELHA
Codigo Estacao: A634
Latitude: -20.46694443
Longitude: -40.40388888
Altitude: 25
Situacao: Operante
Data Inicial: 2020-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2020-01-19;null;null;null;30,2;null;25;null;55;11,5;null;
2020-01-20;null;null;null;29,6;null;24,3;null;58;10,5;null;
2020-01-21;null;null;null;26;null;22,5;null;78;4,3;null;
2020-01-22;null;null;null;29,7;null;23,1;null;66;7,6;null;
2020-01-23;null;null;null;28,7;null;23,2;null;74;9;null;
2020-01-24;null;null;null;26;null;24,7;null;85;10,2;null;
2020-01-25;null;null;null;25,3;null;24,4;null;85;9,9;null;
2020-01-26;null;null;null;29,2;null;22,3;79,266667;62;4,7;null;
2020-01-27;0;1008,6375;22,591667;28,9;24,65;21,8;88,958333;71;7,4;1,5625;
2020-01-28;49,2;1007,9375;23,729167;33,6;26,866667;22,9;84,083333;56;9,8;3,516667;
2020-01-29;0;1009,234783;24,26087;32;27,747826;25,1;82,043478;66;12,5;4,147826;
2020-01-30;0;1010,270833;23,079167;32,8;27,708333;24,3;76,458333;55;10,5;4,416667;
2020-01-31;0;1009,56;22,72;33,1;null;23,7;78,05;56;10,7;4,45;
2020-02-01;null;1008,0875;22,329167;34,1;27,825;23,9;73,083333;51;11,5;4,454167;
2020-02-02;0;1009,3375;23,733333;32,8;26,866667;23,2;84,166667;56;7,5;1,575;
2020-02-03;0;1009,666667;23,354167;32,9;27,275;23,9;80,75;52;12,1;3,216667;
2020-02-04;0;1009,791667;22,616667;32,3;27,1;22,1;77,416667;53;12,9;4,316667;
2020-02-05;0;1009,9625;22,804167;31,9;27,316667;24,9;77,125;52;11,3;4,15;
2020-02-06;0;1010,9125;23,054167;30,3;25,8;23;85,375;64;7,3;1,658333;
2020-02-07;9;1009,916667;23,008333;29,6;24,883333;22,5;89,625;68;5,5;1,104167;
2020-02-08;,8;1009,8;22,5;30,8;26;22,6;82,291667;63;8,5;2,05;
2020-02-09;,2;1008,995833;23,129167;33,8;27,691667;22,7;77,25;57;12,7;3,375;
2020-02-10;0;1008,979167;22,033333;34,7;28,629167;25,1;68,25;50;10,3;3,033333;
2020-02-11;6;1009,583333;23,05;28,3;24,629167;23,4;91,333333;75;11,6;2,458333;
2020-02-12;14,4;1010,158333;22,441667;28,5;23,8875;22,1;92;75;7,3;1,408333;
2020-02-13;0;1009,995833;22,679167;27,4;24,583333;22,1;89,625;76;8,9;1,616667;
2020-02-14;0;1009,979167;22,7625;31,9;25,9625;21,7;83,791667;55;7,4;1,766667;
2020-02-15;13;1009,6625;23,395833;31,5;26,558333;22,5;84;60;12,2;3,1125;
2020-02-16;0;1009,530435;23,304348;32,5;26,843478;23,7;81,521739;57;12,9;3,473913;
2020-02-17;0;1010,545833;23,204167;30,5;26,591667;23,4;82,166667;61;11,1;3,608333;
2020-02-18;0;1011,2;23,325;31,8;27,154167;23,5;80,708333;57;11,5;3,533333;
2020-02-19;0;1008,933333;23,3125;31,6;27,045833;23,1;80,958333;61;13,1;3,775;
2020-02-20;0;1007,408333;22,729167;33,2;27,308333;22,6;77,291667;51;13,1;3,9375;
2020-02-21;0;1006,383333;23,120833;34,5;28,2125;24,4;74,875;52;10,9;4,075;
2020-02-22;2;1007,883333;23,033333;31,3;25,483333;23,1;87,125;61;9,4;2,420833;
2020-02-23;8;1012,425;20,329167;26,7;23,595833;21,4;82,541667;67;12,7;3,816667;
2020-02-24;,2;1012,2375;20,995833;30,3;25,104167;21,8;78,75;57;6;1,641667;
2020-02-25;0;1009,691667;22,833333;31,6;26,441667;23;81,25;63;7,3;1,7875;
2020-02-26;0;1005,35;23,954167;34,7;28,404167;24,9;77,875;54;11,8;4,229167;
2020-02-27;0;1006,208333;22,845833;32,7;26,883333;26;79;59;12,3;4,25;
2020-02-28;54;1011,575;22,1625;24,2;23,0125;22,4;95,041667;88;8,3;2,108333;
2020-02-29;10;1011,625;22,754167;29,7;24,470833;22,5;90,625;71;7;1,554167;
2020-03-01;0;1010,016667;23,245833;30,8;25,320833;22,5;89,208333;64;9,6;2,3625;
2020-03-02;190,2;1010,233333;21,629167;28,1;23,545833;20,4;89,708333;71;10,1;2,383333;
2020-03-03;2,2;1009,116667;22,7;30;24,729167;21,8;88,875;67;7;1,070833;
2020-03-04;0;1008,804167;23,641667;30;25,558333;24,4;89,375;73;8,4;2,479167;
2020-03-05;40,4;1010,325;21,520833;28,6;23,870833;21,4;87,333333;62;9,5;2,354167;
2020-03-06;6,8;1010,595833;19,904167;27,2;23,141667;20,6;82,833333;60;11,1;2,616667;
2020-03-07;0;1010,079167;19,566667;25;21,816667;21,2;87,25;70;7,3;2,054167;
2020-03-08;5,2;1010,620833;19,8125;28,8;23,116667;19,9;82,333333;61;6,4;2,1625;
2020-03-09;0;1011,870833;21,866667;30,2;25,054167;22,1;83,708333;57;8,2;2;
2020-03-10;8,6;1011,616667;22,470833;29,6;25,125;22,1;86,041667;60;9,8;2,516667;
2020-03-11;,6;1010,854167;21,416667;29;24,979167;21,5;81,708333;58;10,5;3,1625;
2020-03-12;2,8;1011,329167;22,5875;29,4;25,045833;22;86,791667;70;7,8;2,491667;
2020-03-13;9,2;1011,9;23,320833;31;25,679167;23;87,666667;65;5,9;1,1875;
2020-03-14;4,2;1012,541667;23,075;31,1;26,1;23;84,583333;61;6,5;1,679167;
2020-03-15;0;1011,891667;22,170833;31,2;26,025;21,6;80,625;54;9,3;2,504167;
2020-03-16;0;1010,408333;22,3375;31,7;26,108333;21,1;81,208333;54;10,7;2,941667;
2020-03-17;0;1009,658333;22,945833;31,7;26,5875;22,2;81,541667;53;9,4;2,895833;
2020-03-18;0;1009,891667;23,433333;30,9;26,075;23;86,125;63;6,8;1,008333;
2020-03-19;0;1007,041667;22,704167;31,8;26,266667;21,5;81,916667;58;11,3;2,979167;
2020-03-20;0;1003,233333;23,604167;33,5;27,629167;24;79,5;56;9,9;3,191667;
2020-03-21;12,6;1005,133333;23,408333;29,1;25,204167;23,9;90,166667;72;11,6;2,854167;
2020-03-22;,4;1009,858333;21,666667;27,4;24,970833;23,7;82,208333;68;11,2;3,625;
2020-03-23;15,8;1013,1125;20,004167;27,3;23,458333;21,3;82,125;58;10,7;3,329167;
2020-03-24;0;1013,166667;19,233333;27,7;23,291667;19,6;78,75;56;10,8;2,8;
2020-03-25;,4;1011,970833;18,870833;28,8;23,279167;19,6;77,5;49;8,5;2,233333;
2020-03-26;,2;1011,666667;19,254167;29;23,116667;19,4;79,958333;53;7;2,291667;
2020-03-27;0;1011,8375;19,8625;29,6;23,854167;19,5;80,041667;52;5,6;1,6;
2020-03-28;0;1012,829167;20,6125;31,1;24,775;20,9;78,958333;53;6,2;2,1875;
2020-03-29;0;1013,258333;21,408333;30,8;25,020833;21,2;81,875;56;4,6;1,445833;
2020-03-30;0;1011,690476;21,8;30,7;null;21,4;82,142857;60;5,8;1,747619;
2020-03-31;null;1009,956522;23,282609;29,4;25,334783;23,2;88,869565;69;6,9;1,430435;
2020-04-01;5,8;1010,495833;23,679167;29,3;24,945833;23,7;92,916667;74;5;1,3;
2020-04-02;2,2;1009,829167;23,491667;32,1;25,941667;22,6;87,208333;59;10,5;2,420833;
2020-04-03;,2;1002,529167;24,058333;36;28,183333;25;79,708333;48;13;3,3875;
2020-04-04;3,6;1006,783333;20;28,1;24,966667;22,9;74,875;51;11,1;2,9;
2020-04-05;0;1011,6125;19,8375;28,7;24,625;22,3;75,541667;53;6,4;2,1375;
2020-04-06;0;1012,0125;20,9125;29,3;24,779167;21,2;79,5;61;8,1;1,895833;
2020-04-07;0;1008,216667;22,820833;34,5;27,191667;23,2;78,458333;49;6,9;2,9125;
2020-04-08;1,8;1009,45;21,533333;26,6;23,733333;23,5;87,791667;71;10,9;3,145833;
2020-04-09;,8;1010,370833;19,4875;26,1;22,341667;20,7;84,333333;65;8,4;2,275;
2020-04-10;0;1010,716667;19,504167;27,7;23,083333;20,7;80,916667;61;4,9;1,608333;
2020-04-11;0;1010,545833;21,533333;28,6;23,975;21,1;86,666667;70;5,9;1,475;
2020-04-12;,2;1012,729167;19,316667;25,9;22,795833;21,7;81,041667;66;12,4;3,408333;
2020-04-13;0;1013,4;19,4625;26,2;22,695833;20,9;82,25;68;8,6;2,341667;
2020-04-14;0;1010,395833;19,754167;29,9;24,016667;20,1;78,416667;52;7,4;2,166667;
2020-04-15;0;1008,816667;21,629167;31,3;25,633333;21,3;79,083333;56;8,5;2,829167;
2020-04-16;0;1012,354167;22,591667;31,6;25,845833;22,5;83,041667;62;9,6;1,970833;
2020-04-17;0;1014,691667;21,158333;28,4;24,720833;22,6;81;66;11,8;3,75;
2020-04-18;0;1015,675;19,066667;27,8;24,170833;22,8;73,625;53;10,8;3,979167;
2020-04-19;,4;1015,733333;18,85;28,5;23,325;20,3;77,125;52;9,7;2,870833;
2020-04-20;0;1014,108333;18,695833;27,1;22,895833;19,4;78,125;58;8,7;2,454167;
2020-04-21;0;1012,679167;19,525;29;23,820833;20,1;77,833333;55;10,8;2,725;
2020-04-22;0;1012,233333;18,470833;29,5;22,8875;18;78,083333;48;8;2,283333;
2020-04-23;0;1012,4125;18,445833;28,8;22,666667;19;78,458333;53;7,3;2,379167;
2020-04-24;0;1014,7125;18,470833;28,2;22,633333;18,8;78,625;56;9,8;2,9125;
2020-04-25;0;1016,066667;19,233333;27,9;22,608333;18;82;63;6;1,916667;
2020-04-26;0;1016,258333;19,308333;30,2;23,570833;19,6;79,208333;48;5,7;1,654167;
2020-04-27;9,2;1017,066667;19,229167;28,2;22,533333;19,6;82,625;52;8,5;2,7125;
2020-04-28;,2;1017,216667;18,108333;28,2;21,941667;17,6;80,208333;56;6,3;2,1;
2020-04-29;1,4;1016,304167;19,4375;28,9;22,425;18,8;84,333333;56;6,1;2,020833;
2020-04-30;0;1013,558333;20,120833;30,5;23,629167;20;82,333333;54;6,2;1,775;
2020-05-01;0;1012,954167;19,591667;32,1;24,091667;19;79,166667;39;5,8;1,341667;
2020-05-02;0;1011,216667;19,15;31;23,558333;18,1;78,333333;46;7,3;2,341667;
2020-05-03;0;1011,8125;18,091667;26,6;23,1875;20,5;74,208333;48;13,3;3,545833;
2020-05-04;0;1013,1375;16,241667;27,9;22,020833;16,4;71,166667;45;8,4;2,4625;
2020-05-05;0;1011,2625;17,445833;30,8;22,85;16,7;73,916667;44;9,5;3,0875;
2020-05-06;0;1009,145833;18,775;33,3;25,225;20,2;69,666667;40;8;3,629167;
2020-05-07;0;1011,079167;18,483333;25,9;21,3125;20,3;84,25;67;14,4;3,266667;
2020-05-08;5,6;1016,8875;16,7875;24,7;20,554167;18;80;60;10,5;2,854167;
2020-05-09;0;1019,1875;16,483333;25,7;19,8375;16,5;81,833333;57;10,2;2,216667;
2020-05-10;,6;1018,870833;15,2875;28,3;20,783333;16,4;73,166667;40;6,1;2,370833;
2020-05-11;,2;1017,133333;16,920833;28,4;21,470833;16,4;76,916667;52;8,3;2,108333;
2020-05-12;0;1014,758333;17,4;28,7;21,583333;15,8;79,083333;43;9,8;2,754167;
2020-05-13;0;1012,479167;18,558333;30,6;22,966667;18;78,416667;46;12,1;3,3875;
2020-05-14;0;1010,108333;20,425;32;24,9375;21;77,541667;52;7,8;3,191667;
2020-05-15;0;1012,975;20,179167;25,1;22,4375;21;87,333333;74;9,5;2,841667;
2020-05-16;9,6;1013,5375;19,791667;22;20,5875;19,9;95,333333;90;6,1;1,779167;
2020-05-17;4,2;1014,070833;19,733333;26,8;21,6625;18,7;89,25;66;8,1;1,866667;
2020-05-18;0;1015,933333;19,758333;28,5;22,533333;18,4;85,166667;64;7,8;1,975;
2020-05-19;2,8;1018,733333;20,220833;28;22,883333;20,1;85,916667;64;6,3;1,808333;
2020-05-20;,2;1019,2125;19,220833;27,8;21,995833;18,1;85,208333;58;6,7;1,445833;
2020-05-21;0;1017,666667;18,595833;28,2;22,316667;18,9;81,125;51;5,3;1,383333;
2020-05-22;0;1015,395833;19,016667;28,5;22,341667;17,9;82,458333;58;9,8;2,85;
2020-05-23;0;1012,6125;20,504167;30,9;25,091667;19,3;77,333333;56;12,1;4,195833;
2020-05-24;0;1010,479167;21,791667;31,5;25,291667;21,2;81,916667;57;9,5;3,045833;
2020-05-25;22,2;1009,5625;19,7375;23,3;20,729167;19,1;94,083333;82;10,5;2,2875;
2020-05-26;1,4;1007,604167;17,979167;26,9;21,729167;18,4;80,75;50;9,5;2,541667;
2020-05-27;0;1010,691667;14,4625;26,6;19,591667;14,6;75,333333;37;9,5;2,1375;
2020-05-28;0;1014,983333;14,345833;25,8;20,2125;14,1;70,708333;43;9,8;2,8625;
2020-05-29;0;1016,733333;15,516667;26,1;19,6125;14;78,916667;53;8;2,404167;
2020-05-30;0;1015,279167;16,3;27,4;20,283333;15,2;79,25;54;8,8;2,529167;
2020-05-31;0;1013,5;16,95;28,5;20,6625;15,4;81;49;7,4;2,329167;
2020-06-01;0;1012,325;15,595833;28,9;20,841667;15,3;74,541667;41;6,6;2,1;
2020-06-02;0;1011,8125;16,616667;29,5;21,3625;15,4;76,666667;39;6,1;1,9;
2020-06-03;0;1014,391667;17,7375;27,2;21,029167;16;82,541667;62;5,9;1,5375;
2020-06-04;0;1017,375;19,004167;28,2;22,045833;18,4;84,291667;56;5,5;1,333333;
2020-06-05;0;1018,016667;18,741667;27,7;21,720833;18,2;84,208333;58;6,3;1,875;
2020-06-06;,2;1016,7375;18,270833;28,6;21,7875;17,4;83,041667;32;8,6;1,883333;
2020-06-07;1,4;1016,329167;20,204167;26,6;22,195833;19,3;88,833333;71;7,2;2,391667;
2020-06-08;0;1013,95;19,295833;28,7;22,195833;17,8;84,958333;57;6,4;1,6875;
2020-06-09;0;1012,5;19,6875;27,7;21,791667;17,1;88,833333;68;5,8;1,3125;
2020-06-10;0;1011,641667;19,508333;31,6;24,816667;19,6;74,708333;47;9,3;4;
2020-06-11;0;1011,683333;19,745833;32;24,6125;18,9;76;47;8,3;3,054167;
2020-06-12;0;1011,033333;20,029167;32;24,929167;20,9;75,166667;51;7,5;3,0625;
2020-06-13;0;1012,741667;20,304167;30,8;23,558333;18,3;83,625;54;9,2;2,429167;
2020-06-14;,2;1016,1125;19,608333;29,5;22,945833;17,5;83,041667;57;8,3;2,1625;
2020-06-15;0;1019,9125;20,591667;29,2;23,3875;21,8;85,333333;58;9,7;2,608333;
2020-06-16;57,4;1021,225;19,7375;26;21,883333;19,9;88,125;68;8,5;2,208333;
2020-06-17;3,6;1021,233333;18,004167;25,7;20,745833;18,2;85,25;58;7,7;1,4625;
2020-06-18;,6;1018,7125;17,625;26,5;20,3875;16,8;85,208333;60;5,6;1,620833;
2020-06-19;0;1017,204167;19,233333;26,6;20,9;17,1;90,666667;67;7,7;2,029167;
2020-06-20;1,8;1017,225;19,8375;29,3;23,445833;19,2;81,833333;48;8,8;3,345833;
2020-06-21;0;1016,520833;18,620833;29,1;22,7;17,8;79,125;51;10,9;3,570833;
2020-06-22;0;1015,779167;17,1;28,6;20,758333;14;82,125;41;6,3;1,6375;
2020-06-23;,2;1014,766667;14,6625;27,7;19,466667;14;75,458333;47;7,7;2,329167;
2020-06-24;0;1014,216667;15,425;28;20,5875;15,2;74;42;9;3,0625;
2020-06-25;0;1014,275;16,670833;28,9;21,591667;16,2;75,416667;47;9,8;3,095833;
2020-06-26;0;1013,020833;16,8375;30,4;21,404167;15;77,791667;41;7,9;1,958333;
2020-06-27;0;1011,125;17,9375;29,1;22,075;16,4;79,5;50;12;3,083333;
2020-06-28;0;1014,379167;18,108333;24,4;21,7875;18,5;79,958333;67;9,5;3,3125;
2020-06-29;6;1017,833333;18,45;22,2;19,820833;18;91,916667;83;8,2;2,383333;
2020-06-30;5,8;1014,579167;18,2375;24,9;20,7125;18,4;86,458333;61;6,3;2,054167;
2020-07-01;0;1007,775;18,408333;29,8;23,008333;17,5;77,458333;50;10,8;3,266667;
2020-07-02;0;1010,416667;16,4;26,3;22,141667;19,1;70,958333;42;12,1;2,725;
2020-07-03;12,6;1012,279167;18,925;23,6;20,645833;19,1;90,041667;80;7,6;2,483333;
2020-07-04;,2;1015,854167;18,720833;24,9;21,4125;19,2;85,041667;71;6,8;2,108333;
2020-07-05;2,4;1016,591667;19,35;25,5;21,366667;19;88,916667;69;8;1,8;
2020-07-06;,2;1013,641667;18,541667;28,4;21,475;16,6;84,708333;59;6,6;2,229167;
2020-07-07;,4;1013,5875;18,066667;27,8;21,0375;15,6;84,458333;60;6,6;1,879167;
2020-07-08;0;1012,7;17,6625;28;21,641667;15,8;80;43;10,5;3,0625;
2020-07-09;0;1013,370833;17,829167;30,2;21,9125;15,4;79,083333;51;6,4;2,183333;
2020-07-10;0;1017,2875;17,85;24,2;21,225;19,3;81,625;63;11;3,233333;
2020-07-11;0;1017,004167;16,895833;26,1;20,425;16,3;81,541667;57;8,1;2,1625;
2020-07-12;0;1013,829167;16,854167;29,3;21,145833;15,6;79,541667;38;10,4;2,941667;
2020-07-13;0;1012,2625;17,270833;31,6;21,754167;15,1;78,375;44;6,9;2,029167;
2020-07-14;0;1012,8875;18,216667;31,4;22,104167;15,7;80,375;42;13,6;2,8125;
2020-07-15;11,6;1017,275;19,383333;22,6;20,908333;19,9;91,083333;79;8,2;2,704167;
2020-07-16;1,4;1019,833333;17,558333;23;19,833333;18;87,208333;72;8,3;2,745833;
2020-07-17;0;1018,441667;16,829167;25,9;20,65;16,9;80,041667;58;8,1;2,083333;
2020-07-18;,2;1019,258333;17,2625;26,9;21,1125;17,7;80;53;6,9;1,3625;
2020-07-19;0;1019,054167;17,9;25,9;20,175;17;87,208333;61;7,6;1,65;
2020-07-20;3,6;1017,729167;19,029167;27,3;21,6625;17,7;86,041667;58;6,4;1,8375;
2020-07-21;,2;1015,295833;19,441667;27,2;21,775;18,2;87,25;70;8,9;2,483333;
2020-07-22;0;1014,416667;18,491667;29;22,516667;16,9;79,541667;51;9,3;3,433333;
2020-07-23;0;1016,025;17,491667;27,8;21,195833;16,3;81,291667;53;7,2;1,904167;
2020-07-24;0;1017,308333;17,529167;26,4;20,866667;16,8;82,125;61;8,4;2,65;
2020-07-25;0;1017,8875;17,891667;27,6;21,520833;16,8;81,041667;55;8,7;2,4625;
2020-07-26;0;1018,0625;19,108333;25,4;20,716667;17,6;90,791667;73;5,8;1,566667;
2020-07-27;3,8;1018,254167;18,641667;27,2;22,154167;19;82,166667;56;8,7;2,370833;
2020-07-28;,2;1015,975;17,25;28,5;21,375;15,2;79,125;47;11,9;3,754167;
2020-07-29;0;1014,870833;18,05;30;22,316667;15,6;78,375;48;9,6;3,241667;
2020-07-30;0;1017,0875;18,483333;27,5;21,104167;16,2;85,916667;61;11,3;2,095833;
2020-07-31;27;1020,508333;18,85;22,5;20,758333;19,3;89,166667;72;13,1;2,35;
2020-08-01;53,4;1021,220833;17,6125;25;19,566667;17,7;88,833333;65;6,2;1,716667;
2020-08-02;7,6;1021,425;16,729167;24,5;19,8875;16,8;83,375;60;8,6;2,2375;
2020-08-03;0;1023,083333;15,4375;26,5;19,558333;15,3;78,458333;51;6,2;1,95;
2020-08-04;0;1023,645833;16,095833;23,2;18,691667;15,7;85,5;65;7,5;2,3125;
2020-08-05;1,2;1023,295833;16,191667;25,9;20,125;15,7;80,5;45;7,1;1,9625;
2020-08-06;,6;1022,6625;16,133333;26,6;20,245833;16,6;79,458333;46;5,5;1,508333;
2020-08-07;3,8;1022,170833;17,316667;26,7;20,858333;17,9;81,833333;57;7,7;1,695833;
2020-08-08;1;1021,454167;17,395833;27,1;20,875;16,7;82,291667;52;5,7;1,583333;
2020-08-09;,2;1019,8;17,2625;27,3;20,925;16,4;81,416667;49;6,5;1,858333;
2020-08-10;0;1016,770833;17,608333;26,7;20,945833;16,6;82,625;57;9,5;2,7125;
2020-08-11;0;1014,579167;17,970833;27,8;22,025;16,4;78,791667;58;11,1;3,183333;
2020-08-12;0;1013,883333;18,908333;28,4;23,420833;19,2;76,5;54;12,5;4,229167;
2020-08-13;0;1014,208333;19,066667;27,9;23,233333;20,4;78,208333;52;11,3;4,054167;
2020-08-14;0;1012,7125;17,854167;29;22,8125;18,1;74,5;50;12,3;4,204167;
2020-08-15;0;1010,6375;19,2375;29,5;23,245833;19,1;79,166667;51;11,5;4,258333;
2020-08-16;0;1011,366667;20,716667;30,1;24,366667;20,7;80,833333;57;11,6;3,9;
2020-08-17;0;1011,945833;20,683333;29,6;24,4625;20,7;80,5;56;11,4;4,070833;
2020-08-18;0;1012,05;20,0375;28,7;23,979167;20,9;79,291667;59;11,5;4,175;
2020-08-19;0;1011,420833;19,816667;30,6;24,008333;20,1;78,458333;49;12,2;4,925;
2020-08-20;0;1012,520833;20,125;25,4;22,345833;18,3;87,458333;75;8,5;2,841667;
2020-08-21;0;1014,016667;17,179167;23,3;21,145833;19,8;78,416667;62;14,9;5,166667;
2020-08-22;0;1015,583333;15,645833;20,5;18,775;18,9;82,75;69;13,6;4,2125;
2020-08-23;24,8;1018,020833;14,8625;22,7;18,8375;16,2;78,541667;61;12,7;3,883333;
2020-08-24;0;1016,6;13,558333;24,4;19,745833;15,7;68,708333;43;12,7;4,445833;
2020-08-25;6,4;1014,379167;12,925;23,5;19,4625;16,2;67,666667;47;15,2;4,804167;
2020-08-26;0;1013,495833;14,229167;24,7;21,008333;18,2;65,625;56;14;5,183333;
2020-08-27;0;1015,108333;18,554167;26;21,495833;18,4;83,958333;63;10,1;3,016667;
2020-08-28;2,6;1015,941667;19,845833;26,4;21,691667;18,8;89,75;68;7,5;1,85;
2020-08-29;0;1014,666667;19,375;27,8;22,129167;17,6;85,333333;64;9,3;3,0625;
2020-08-30;0;1013,954167;20,2;28,9;23,720833;19,5;81,416667;59;12,1;4,4125;
2020-08-31;0;1016,220833;20,55;30,6;24,216667;21,2;80,875;57;9;3,691667;
2020-09-01;0;1019,170833;19,995833;27,5;23,3875;21,1;81,833333;62;8,7;2,366667;
2020-09-02;0;1018,058333;19,308333;28;22,4875;18,9;83,541667;57;7,7;1,391667;
2020-09-03;0;1015,541667;18,245833;28,5;22,304167;17,4;79,375;54;9,8;2,85;
2020-09-04;0;1015,466667;17,741667;30,6;23,1625;16;73,416667;43;12,4;3,691667;
2020-09-05;0;1016,166667;18,533333;29,5;23,366667;17,7;75,333333;48;8,4;2,9875;
2020-09-06;0;1013,720833;18,9;28,3;22,45;16,2;81,666667;57;13,3;3,620833;
2020-09-07;0;1011,045833;19,875;30;23,891667;20,2;79,083333;53;12;4,6625;
2020-09-08;0;1012,008333;19,5125;29,3;23,675;20;78,541667;54;14,3;4,3125;
2020-09-09;0;1014,825;18,633333;29;23,370833;18,5;75,666667;53;12;4,258333;
2020-09-10;0;1015,829167;17,704167;29,9;22,933333;17,5;74,25;43;14,2;4,104167;
2020-09-11;0;1012,858333;18,2375;30,5;23,8;20,2;71,958333;48;11,6;5,320833;
2020-09-12;0;1014,845833;18,991667;30,7;24,025;21;74,625;45;13,2;5,4125;
2020-09-13;0;1017,025;18,541667;28,7;23,0375;17,2;77,083333;52;14,4;4,279167;
2020-09-14;5,8;1017,1625;19,208333;27,3;23,3375;20,4;78,708333;57;12,2;3,95;
2020-09-15;0;1015,220833;18,608333;28;22,875;17,4;77,291667;64;11,9;4,558333;
2020-09-16;0;1015,2125;19,1125;28,3;22,825;18,1;80,75;55;10,3;2,666667;
2020-09-17;0;1011,8625;17,616667;30,7;22,775;15,7;75,041667;46;12,6;4,054167;
2020-09-18;0;1009,704167;18,008333;31;24,566667;20,4;67,666667;44;14,3;5,5125;
2020-09-19;0;1009,025;18,875;32,2;25,208333;21,8;69,083333;46;14,5;6,470833;
2020-09-20;0;1010,495833;19,75;29;24,3375;19,9;76,291667;57;12,2;3,458333;
2020-09-21;0;1012,183333;20,579167;30,3;24,45;19,8;80,083333;54;9,8;2,541667;
2020-09-22;0;1013,533333;21,0375;31,8;24,441667;21,5;82,583333;48;12;3,045833;
2020-09-23;47;1017,6875;19,05;22,2;20,195833;18,9;93,25;81;16,2;4,745833;
2020-09-24;66,4;1017,3125;19,9125;25,8;21,608333;19,4;90,583333;74;5,8;1,733333;
2020-09-25;1;1015,3375;19,745833;28,5;23,2625;19,2;81,5;58;11,4;3,191667;
2020-09-26;0;1011,704167;19,483333;31,2;24,2125;19,7;76,416667;47;12,3;4,5625;
2020-09-27;0;1008,291667;19,933333;33,9;25,3375;20,3;74;40;11,4;5,220833;
2020-09-28;0;1007,15;20,9875;31,4;25,545833;21;76,666667;55;11,8;4,6625;
2020-09-29;0;1011,366667;21,3125;31,4;25,829167;22,1;77,083333;54;10;2,8125;
2020-09-30;0;1012,508333;21,504167;29,8;25,466667;22;79,333333;59;12,7;4,195833;
2020-10-01;0;1010,195833;21,008333;30,9;25,825;22,7;75,5;53;15,1;5,35;
2020-10-02;0;1008,725;20,691667;32,7;26,308333;22,6;72,458333;48;12,7;5,620833;
2020-10-03;0;1007,945833;21,141667;34,2;26,091667;22,1;75,583333;48;11,7;4,679167;
2020-10-04;0;1012,195833;22,008333;30;25,370833;22,7;82,291667;60;13,5;2,808333;
